emoji,name,group,subgroup,literal,clarity,keep
👫🏿,woman and man holding hands: dark skin tone,People & Body,family,woman-and-man-holding-hands,,
👬,men holding hands,People & Body,family,men-holding-hands,,
👬🏻,men holding hands: light skin tone,People & Body,family,men-holding-hands,,
👨🏻‍🤝‍👨🏼,"men holding hands: light skin tone, medium-light skin tone",People & Body,family,men-holding-hands,,
👨🏻‍🤝‍👨🏽,"men holding hands: light skin tone, medium skin tone",People & Body,family,men-holding-hands,,
👨🏻‍🤝‍👨🏾,"men holding hands: light skin tone, medium-dark skin tone",People & Body,family,men-holding-hands,,
👨🏻‍🤝‍👨🏿,"men holding hands: light skin tone, dark skin tone",People & Body,family,men-holding-hands,,
👨🏼‍🤝‍👨🏻,"men holding hands: medium-light skin tone, light skin tone",People & Body,family,men-holding-hands,,
👬🏼,men holding hands: medium-light skin tone,People & Body,family,men-holding-hands,,
👨🏼‍🤝‍👨🏽,"men holding hands: medium-light skin tone, medium skin tone",People & Body,family,men-holding-hands,,
👨🏼‍🤝‍👨🏾,"men holding hands: medium-light skin tone, medium-dark skin tone",People & Body,family,men-holding-hands,,
👨🏼‍🤝‍👨🏿,"men holding hands: medium-light skin tone, dark skin tone",People & Body,family,men-holding-hands,,
👨🏽‍🤝‍👨🏻,"men holding hands: medium skin tone, light skin tone",People & Body,family,men-holding-hands,,
👨🏽‍🤝‍👨🏼,"men holding hands: medium skin tone, medium-light skin tone",People & Body,family,men-holding-hands,,
👬🏽,men holding hands: medium skin tone,People & Body,family,men-holding-hands,,
👨🏽‍🤝‍👨🏾,"men holding hands: medium skin tone, medium-dark skin tone",People & Body,family,men-holding-hands,,
👨🏽‍🤝‍👨🏿,"men holding hands: medium skin tone, dark skin tone",People & Body,family,men-holding-hands,,
👨🏾‍🤝‍👨🏻,"men holding hands: medium-dark skin tone, light skin tone",People & Body,family,men-holding-hands,,
👨🏾‍🤝‍👨🏼,"men holding hands: medium-dark skin tone, medium-light skin tone",People & Body,family,men-holding-hands,,
👨🏾‍🤝‍👨🏽,"men holding hands: medium-dark skin tone, medium skin tone",People & Body,family,men-holding-hands,,
👬🏾,men holding hands: medium-dark skin tone,People & Body,family,men-holding-hands,,
👨🏾‍🤝‍👨🏿,"men holding hands: medium-dark skin tone, dark skin tone",People & Body,family,men-holding-hands,,
👨🏿‍🤝‍👨🏻,"men holding hands: dark skin tone, light skin tone",People & Body,family,men-holding-hands,,
👨🏿‍🤝‍👨🏼,"men holding hands: dark skin tone, medium-light skin tone",People & Body,family,men-holding-hands,,
👨🏿‍🤝‍👨🏽,"men holding hands: dark skin tone, medium skin tone",People & Body,family,men-holding-hands,,
👨🏿‍🤝‍👨🏾,"men holding hands: dark skin tone, medium-dark skin tone",People & Body,family,men-holding-hands,,
👬🏿,men holding hands: dark skin tone,People & Body,family,men-holding-hands,,
💏,kiss,People & Body,family,kiss,,
💏🏻,kiss: light skin tone,People & Body,family,kiss,,
💏🏼,kiss: medium-light skin tone,People & Body,family,kiss,,
💏🏽,kiss: medium skin tone,People & Body,family,kiss,,
💏🏾,kiss: medium-dark skin tone,People & Body,family,kiss,,
💏🏿,kiss: dark skin tone,People & Body,family,kiss,,
🧑🏻‍❤️‍💋‍🧑🏼,"kiss: person, person, light skin tone, medium-light skin tone",People & Body,family,kiss,,
🧑🏻‍❤️‍💋‍🧑🏽,"kiss: person, person, light skin tone, medium skin tone",People & Body,family,kiss,,
🧑🏻‍❤️‍💋‍🧑🏾,"kiss: person, person, light skin tone, medium-dark skin tone",People & Body,family,kiss,,
🧑🏻‍❤️‍💋‍🧑🏿,"kiss: person, person, light skin tone, dark skin tone",People & Body,family,kiss,,
🧑🏼‍❤️‍💋‍🧑🏻,"kiss: person, person, medium-light skin tone, light skin tone",People & Body,family,kiss,,
🧑🏼‍❤️‍💋‍🧑🏽,"kiss: person, person, medium-light skin tone, medium skin tone",People & Body,family,kiss,,
🧑🏼‍❤️‍💋‍🧑🏾,"kiss: person, person, medium-light skin tone, medium-dark skin tone",People & Body,family,kiss,,
🧑🏼‍❤️‍💋‍🧑🏿,"kiss: person, person, medium-light skin tone, dark skin tone",People & Body,family,kiss,,
🧑🏽‍❤️‍💋‍🧑🏻,"kiss: person, person, medium skin tone, light skin tone",People & Body,family,kiss,,
🧑🏽‍❤️‍💋‍🧑🏼,"kiss: person, person, medium skin tone, medium-light skin tone",People & Body,family,kiss,,
🧑🏽‍❤️‍💋‍🧑🏾,"kiss: person, person, medium skin tone, medium-dark skin tone",People & Body,family,kiss,,
🧑🏽‍❤️‍💋‍🧑🏿,"kiss: person, person, medium skin tone, dark skin tone",People & Body,family,kiss,,
🧑🏾‍❤️‍💋‍🧑🏻,"kiss: person, person, medium-dark skin tone, light skin tone",People & Body,family,kiss,,
🧑🏾‍❤️‍💋‍🧑🏼,"kiss: person, person, medium-dark skin tone, medium-light skin tone",People & Body,family,kiss,,
🧑🏾‍❤️‍💋‍🧑🏽,"kiss: person, person, medium-dark skin tone, medium skin tone",People & Body,family,kiss,,
🧑🏾‍❤️‍💋‍🧑🏿,"kiss: person, person, medium-dark skin tone, dark skin tone",People & Body,family,kiss,,
🧑🏿‍❤️‍💋‍🧑🏻,"kiss: person, person, dark skin tone, light skin tone",People & Body,family,kiss,,
🧑🏿‍❤️‍💋‍🧑🏼,"kiss: person, person, dark skin tone, medium-light skin tone",People & Body,family,kiss,,
🧑🏿‍❤️‍💋‍🧑🏽,"kiss: person, person, dark skin tone, medium skin tone",People & Body,family,kiss,,
🧑🏿‍❤️‍💋‍🧑🏾,"kiss: person, person, dark skin tone, medium-dark skin tone",People & Body,family,kiss,,
👩‍❤️‍💋‍👨,"kiss: woman, man",People & Body,family,kiss,,
👩🏻‍❤️‍💋‍👨🏻,"kiss: woman, man, light skin tone",People & Body,family,kiss,,
👩🏻‍❤️‍💋‍👨🏼,"kiss: woman, man, light skin tone, medium-light skin tone",People & Body,family,kiss,,
👩🏻‍❤️‍💋‍👨🏽,"kiss: woman, man, light skin tone, medium skin tone",People & Body,family,kiss,,
👩🏻‍❤️‍💋‍👨🏾,"kiss: woman, man, light skin tone, medium-dark skin tone",People & Body,family,kiss,,
👩🏻‍❤️‍💋‍👨🏿,"kiss: woman, man, light skin tone, dark skin tone",People & Body,family,kiss,,
👩🏼‍❤️‍💋‍👨🏻,"kiss: woman, man, medium-light skin tone, light skin tone",People & Body,family,kiss,,
👩🏼‍❤️‍💋‍👨🏼,"kiss: woman, man, medium-light skin tone",People & Body,family,kiss,,
👩🏼‍❤️‍💋‍👨🏽,"kiss: woman, man, medium-light skin tone, medium skin tone",People & Body,family,kiss,,
👩🏼‍❤️‍💋‍👨🏾,"kiss: woman, man, medium-light skin tone, medium-dark skin tone",People & Body,family,kiss,,
👩🏼‍❤️‍💋‍👨🏿,"kiss: woman, man, medium-light skin tone, dark skin tone",People & Body,family,kiss,,
👩🏽‍❤️‍💋‍👨🏻,"kiss: woman, man, medium skin tone, light skin tone",People & Body,family,kiss,,
👩🏽‍❤️‍💋‍👨🏼,"kiss: woman, man, medium skin tone, medium-light skin tone",People & Body,family,kiss,,
👩🏽‍❤️‍💋‍👨🏽,"kiss: woman, man, medium skin tone",People & Body,family,kiss,,
👩🏽‍❤️‍💋‍👨🏾,"kiss: woman, man, medium skin tone, medium-dark skin tone",People & Body,family,kiss,,
👩🏽‍❤️‍💋‍👨🏿,"kiss: woman, man, medium skin tone, dark skin tone",People & Body,family,kiss,,
👩🏾‍❤️‍💋‍👨🏻,"kiss: woman, man, medium-dark skin tone, light skin tone",People & Body,family,kiss,,
👩🏾‍❤️‍💋‍👨🏼,"kiss: woman, man, medium-dark skin tone, medium-light skin tone",People & Body,family,kiss,,
👩🏾‍❤️‍💋‍👨🏽,"kiss: woman, man, medium-dark skin tone, medium skin tone",People & Body,family,kiss,,
👩🏾‍❤️‍💋‍👨🏾,"kiss: woman, man, medium-dark skin tone",People & Body,family,kiss,,
👩🏾‍❤️‍💋‍👨🏿,"kiss: woman, man, medium-dark skin tone, dark skin tone",People & Body,family,kiss,,
👩🏿‍❤️‍💋‍👨🏻,"kiss: woman, man, dark skin tone, light skin tone",People & Body,family,kiss,,
👩🏿‍❤️‍💋‍👨🏼,"kiss: woman, man, dark skin tone, medium-light skin tone",People & Body,family,kiss,,
👩🏿‍❤️‍💋‍👨🏽,"kiss: woman, man, dark skin tone, medium skin tone",People & Body,family,kiss,,
👩🏿‍❤️‍💋‍👨🏾,"kiss: woman, man, dark skin tone, medium-dark skin tone",People & Body,family,kiss,,
👩🏿‍❤️‍💋‍👨🏿,"kiss: woman, man, dark skin tone",People & Body,family,kiss,,
👨‍❤️‍💋‍👨,"kiss: man, man",People & Body,family,kiss,,
👨🏻‍❤️‍💋‍👨🏻,"kiss: man, man, light skin tone",People & Body,family,kiss,,
👨🏻‍❤️‍💋‍👨🏼,"kiss: man, man, light skin tone, medium-light skin tone",People & Body,family,kiss,,
👨🏻‍❤️‍💋‍👨🏽,"kiss: man, man, light skin tone, medium skin tone",People & Body,family,kiss,,
👨🏻‍❤️‍💋‍👨🏾,"kiss: man, man, light skin tone, medium-dark skin tone",People & Body,family,kiss,,
👨🏻‍❤️‍💋‍👨🏿,"kiss: man, man, light skin tone, dark skin tone",People & Body,family,kiss,,
👨🏼‍❤️‍💋‍👨🏻,"kiss: man, man, medium-light skin tone, light skin tone",People & Body,family,kiss,,
👨🏼‍❤️‍💋‍👨🏼,"kiss: man, man, medium-light skin tone",People & Body,family,kiss,,
👨🏼‍❤️‍💋‍👨🏽,"kiss: man, man, medium-light skin tone, medium skin tone",People & Body,family,kiss,,
👨🏼‍❤️‍💋‍👨🏾,"kiss: man, man, medium-light skin tone, medium-dark skin tone",People & Body,family,kiss,,
👨🏼‍❤️‍💋‍👨🏿,"kiss: man, man, medium-light skin tone, dark skin tone",People & Body,family,kiss,,
👨🏽‍❤️‍💋‍👨🏻,"kiss: man, man, medium skin tone, light skin tone",People & Body,family,kiss,,
👨🏽‍❤️‍💋‍👨🏼,"kiss: man, man, medium skin tone, medium-light skin tone",People & Body,family,kiss,,
👨🏽‍❤️‍💋‍👨🏽,"kiss: man, man, medium skin tone",People & Body,family,kiss,,
👨🏽‍❤️‍💋‍👨🏾,"kiss: man, man, medium skin tone, medium-dark skin tone",People & Body,family,kiss,,
👨🏽‍❤️‍💋‍👨🏿,"kiss: man, man, medium skin tone, dark skin tone",People & Body,family,kiss,,
👨🏾‍❤️‍💋‍👨🏻,"kiss: man, man, medium-dark skin tone, light skin tone",People & Body,family,kiss,,
👨🏾‍❤️‍💋‍👨🏼,"kiss: man, man, medium-dark skin tone, medium-light skin tone",People & Body,family,kiss,,
👨🏾‍❤️‍💋‍👨🏽,"kiss: man, man, medium-dark skin tone, medium skin tone",People & Body,family,kiss,,
👨🏾‍❤️‍💋‍👨🏾,"kiss: man, man, medium-dark skin tone",People & Body,family,kiss,,
👨🏾‍❤️‍💋‍👨🏿,"kiss: man, man, medium-dark skin tone, dark skin tone",People & Body,family,kiss,,
👨🏿‍❤️‍💋‍👨🏻,"kiss: man, man, dark skin tone, light skin tone",People & Body,family,kiss,,
👨🏿‍❤️‍💋‍👨🏼,"kiss: man, man, dark skin tone, medium-light skin tone",People & Body,family,kiss,,
👨🏿‍❤️‍💋‍👨🏽,"kiss: man, man, dark skin tone, medium skin tone",People & Body,family,kiss,,
👨🏿‍❤️‍💋‍👨🏾,"kiss: man, man, dark skin tone, medium-dark skin tone",People & Body,family,kiss,,
👨🏿‍❤️‍💋‍👨🏿,"kiss: man, man, dark skin tone",People & Body,family,kiss,,
👩‍❤️‍💋‍👩,"kiss: woman, woman",People & Body,family,kiss,,
👩🏻‍❤️‍💋‍👩🏻,"kiss: woman, woman, light skin tone",People & Body,family,kiss,,
👩🏻‍❤️‍💋‍👩🏼,"kiss: woman, woman, light skin tone, medium-light skin tone",People & Body,family,kiss,,
👩🏻‍❤️‍💋‍👩🏽,"kiss: woman, woman, light skin tone, medium skin tone",People & Body,family,kiss,,
👩🏻‍❤️‍💋‍👩🏾,"kiss: woman, woman, light skin tone, medium-dark skin tone",People & Body,family,kiss,,
👩🏻‍❤️‍💋‍👩🏿,"kiss: woman, woman, light skin tone, dark skin tone",People & Body,family,kiss,,
👩🏼‍❤️‍💋‍👩🏻,"kiss: woman, woman, medium-light skin tone, light skin tone",People & Body,family,kiss,,
👩🏼‍❤️‍💋‍👩🏼,"kiss: woman, woman, medium-light skin tone",People & Body,family,kiss,,
👩🏼‍❤️‍💋‍👩🏽,"kiss: woman, woman, medium-light skin tone, medium skin tone",People & Body,family,kiss,,
👩🏼‍❤️‍💋‍👩🏾,"kiss: woman, woman, medium-light skin tone, medium-dark skin tone",People & Body,family,kiss,,
👩🏼‍❤️‍💋‍👩🏿,"kiss: woman, woman, medium-light skin tone, dark skin tone",People & Body,family,kiss,,
👩🏽‍❤️‍💋‍👩🏻,"kiss: woman, woman, medium skin tone, light skin tone",People & Body,family,kiss,,
👩🏽‍❤️‍💋‍👩🏼,"kiss: woman, woman, medium skin tone, medium-light skin tone",People & Body,family,kiss,,
👩🏽‍❤️‍💋‍👩🏽,"kiss: woman, woman, medium skin tone",People & Body,family,kiss,,
👩🏽‍❤️‍💋‍👩🏾,"kiss: woman, woman, medium skin tone, medium-dark skin tone",People & Body,family,kiss,,
👩🏽‍❤️‍💋‍👩🏿,"kiss: woman, woman, medium skin tone, dark skin tone",People & Body,family,kiss,,
👩🏾‍❤️‍💋‍👩🏻,"kiss: woman, woman, medium-dark skin tone, light skin tone",People & Body,family,kiss,,
